City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,kozhevnikovo,56.2589,83.9714,9.27,98,52,1.45,RU,1686586712
362,xuddur,4.1213,43.8894,28.52,35,98,5.71,SO,1686586713
363,terrace,54.5163,-128.6035,18.45,63,75,2.06,CA,1686586713
364,anna regina,7.2644,-58.5077,29.12,67,99,4.77,GY,1686586713
365,kudahuvadhoo,2.6708,72.8944,28.83,77,86,7.01,MV,1686586713
366,hammerfest,70.6634,23.6821,11.25,66,75,5.14,NO,1686586713
367,saynshand,44.8824,110.1163,22.9,23,19,3.66,MN,1686586713
368,severo-yeniseyskiy,60.3725,93.0408,9.11,62,3,2.57,RU,1686586713
369,vernon,50.2581,-119.2691,24.96,52,0,1.03,CA,1686586636
370,akalkot,17.5333,76.2167,32.99,37,100,10.46,IN,1686586713
371,tsiombe,-25.3,45.4833,19.76,87,11,4.21,MG,1686586662
372,chonchi,-42.6128,-73.8092,10.07,77,10,1.87,CL,1686586643
373,uturoa,-16.7333,-151.4333,27.05,69,66,9.31,PF,1686586644
374,coquimbo,-29.9533,-71.3436,11.85,71,20,4.12,CL,1686586713
375,san luis de la loma,17.2706,-100.8939,31.68,55,61,2.5,MX,1686586713
376,ostersund,63.1792,14.6357,22.25,30,0,2.06,SE,1686586601
377,shimoda,34.6667,138.95,21.17,93,86,5.31,JP,1686586714
378,polyarnyy,69.1989,33.4478,17.72,38,98,5.61,RU,1686586714
379,pacific grove,36.6177,-121.9166,16.9,79,100,4.02,US,1686586714
380,suntar,62.1444,117.6319,4.05,69,4,0.73,RU,1686586714
381,enriquillo,17.9,-71.2333,30.82,67,6,6.5,DO,1686586714
382,bovalino,38.149,16.174,24.94,70,99,2.4,IT,1686586714
383,anshun,26.25,105.9333,15.71,84,100,0.61,CN,1686586439
384,torres,-29.3353,-49.7269,13.79,54,79,5.48,BR,1686586457
385,yarkovo,57.4028,67.0786,10.82,54,64,2.18,RU,1686586714
386,didwana,27.4,74.5667,37.07,26,0,4.2,IN,1686586714
387,maribo,54.7766,11.5002,20.53,54,1,6.45,DK,1686586714
388,saint-pierre,-21.3393,55.4781,23.82,78,100,2.06,RE,1686586650
389,sal rei,16.1833,-22.9167,28.11,69,20,8.23,CV,1686586714
390,cill airne,52.05,-9.5167,20.03,68,40,3.09,IE,1686586714
391,auna,10.1881,4.7232,28.06,68,94,1.04,NG,1686586715
392,launceston,-41.45,147.1667,8.97,96,40,0.0,AU,1686586715
393,cam ranh,11.9214,109.1591,29.98,66,20,2.57,VN,1686586715
394,port hedland,-20.3167,118.5667,17.03,63,1,0.0,AU,1686586524
395,manokwari,-0.8667,134.0833,25.19,88,100,2.75,ID,1686586669
396,sitka,57.0531,-135.33,10.94,71,75,1.54,US,1686586649
397,hats'avan,39.4641,45.9705,16.98,75,7,2.82,AM,1686586715
398,ust-nera,64.5667,143.2,14.06,94,100,2.94,RU,1686586643
399,chust,41.0094,71.2287,27.66,36,100,1.7,UZ,1686586715
400,tulun,54.5611,100.5792,11.02,88,100,1.53,RU,1686586715
401,lagonegro,40.1283,15.7615,18.18,82,69,1.72,IT,1686586715
402,dalandzadgad,43.5708,104.425,22.06,21,11,5.74,MN,1686586638
403,vadso,70.0744,29.7487,19.49,36,0,4.12,NO,1686586665
404,sandnessjoen,66.0217,12.6316,17.29,93,75,5.36,NO,1686586715
405,mormugao,15.4,73.8,28.09,80,34,5.8,IN,1686586715
406,al kharijah,25.4514,30.5464,39.55,14,1,5.48,EG,1686586646
407,howrah,22.5892,88.3103,29.0,74,75,2.57,IN,1686586588
408,warka,51.7843,21.1909,20.93,56,76,6.25,PL,1686586716
409,upata,8.0086,-62.3989,29.55,72,17,2.55,VE,1686586716
410,wilhelmsburg,48.1057,15.6054,20.62,57,25,4.41,AT,1686586716
411,luau,-10.7073,22.2247,25.42,30,27,1.73,AO,1686586653
412,kolyvan',55.3053,82.7391,14.77,94,58,2.68,RU,1686586716
413,copala,16.65,-98.9833,31.44,57,99,2.43,MX,1686586651
414,aitape,-3.1374,142.3475,25.85,88,69,2.4,PG,1686586716
415,rikaze,29.25,88.8833,15.55,40,57,3.5,CN,1686586654
416,la libertad,-2.2333,-80.9,27.81,83,20,3.09,EC,1686586520
417,extrema,-22.8547,-46.3183,24.46,43,0,3.16,BR,1686586716
418,suva,-18.1416,178.4415,21.71,94,75,1.54,FJ,1686586716
419,santa margherita ligure,44.3346,9.212,27.49,69,59,0.45,IT,1686586716
420,nouadhibou,20.931,-17.0347,25.99,61,0,9.77,MR,1686586635
421,igrim,63.1906,64.4162,9.54,45,56,2.97,RU,1686586716
422,puerto colombia,10.9878,-74.9547,32.05,71,4,3.53,CO,1686586716
423,pangody,65.85,74.4859,2.33,97,100,9.38,RU,1686586717
424,podgorica,42.4411,19.2636,25.72,60,0,3.09,ME,1686586532
425,les cayes,18.2,-73.75,29.57,72,58,6.68,HT,1686586717
426,morehead city,34.7229,-76.726,29.01,85,100,7.72,US,1686586628
427,masterton,-40.9597,175.6575,4.54,97,4,1.27,NZ,1686586717
428,city of isabela,6.7085,121.9711,26.41,85,6,1.27,PH,1686586717
429,kirensk,57.7853,108.1119,5.94,77,2,2.65,RU,1686586717
430,marsa alam,25.0757,34.8918,30.71,48,0,0.69,EG,1686586717
431,lazaro cardenas,17.9583,-102.2,30.34,54,11,2.04,MX,1686586651
432,chengde,40.9725,117.9361,13.75,76,62,1.26,CN,1686586717
433,krivosheino,57.3431,83.9261,8.19,95,23,1.98,RU,1686586717
434,andkhoy,36.9529,65.1238,34.42,16,1,3.42,AF,1686586717
435,newman,37.3138,-121.0208,20.13,68,72,1.34,US,1686586650
436,ilhabela,-23.7781,-45.3581,24.56,73,3,1.92,BR,1686586717
437,alofi,-19.0595,-169.9187,22.94,88,100,2.06,NU,1686586523
438,vila velha,-20.3297,-40.2925,28.97,70,0,6.69,BR,1686586718
439,tejen,37.3834,60.5054,33.31,8,1,4.18,TM,1686586718
440,acarau,-2.8856,-40.12,28.62,71,42,5.6,BR,1686586594
441,worland,44.0169,-107.9554,19.26,75,0,2.06,US,1686586718
442,sur,22.5667,59.5289,31.9,57,100,3.4,OM,1686586645
443,cabedelo,-6.9811,-34.8339,29.37,76,19,6.46,BR,1686586718
444,caluula,11.9661,50.7569,31.59,69,42,3.04,SO,1686586718
445,kijang,35.2442,129.2139,20.85,93,14,1.66,KR,1686586718
446,port macquarie,-31.4333,152.9167,9.94,87,31,3.02,AU,1686586658
447,pachino,36.7186,15.0907,23.79,74,13,5.97,IT,1686586718
448,berdigestyakh,62.0989,126.6992,5.05,62,98,4.81,RU,1686586718
449,conde,-7.2597,-34.9075,28.7,70,75,7.72,BR,1686586718
450,carauari,-4.8828,-66.8958,31.17,62,20,1.47,BR,1686586718
451,nova venecia,-18.7106,-40.4006,30.62,43,0,2.64,BR,1686586718
452,mitsamiouli,-11.3847,43.2844,26.17,64,2,3.77,KM,1686586719
453,al jawf,29.5,38.75,33.35,16,5,1.5,SA,1686586669
454,khandyga,62.6667,135.6,10.21,57,100,3.15,RU,1686586719
455,oroqen zizhiqi,50.5667,123.7167,15.69,68,36,1.39,CN,1686586719
456,acajutla,13.5928,-89.8275,30.22,70,86,1.88,SV,1686586719
457,san carlos del zulia,9.0,-71.9135,33.27,54,52,2.51,VE,1686586719
458,jayapura,-2.5333,140.7,25.66,91,100,2.42,ID,1686586051
459,papao,-17.75,-149.55,22.82,73,33,8.3,PF,1686586650
460,tahoua,14.8888,5.2692,34.99,43,40,5.14,NE,1686586719
461,sarangani,5.4033,125.4636,28.87,70,69,1.95,PH,1686586719
462,chipata,-13.6333,32.65,19.97,39,26,0.52,ZM,1686586386
463,nagqu,31.5,92.0,5.7,79,100,2.73,CN,1686586669
464,tadine,-21.55,167.8833,20.05,72,43,5.19,NC,1686586719
465,blackwater,-23.5833,148.8833,15.28,81,5,2.71,AU,1686586720
466,pauini,-7.7136,-66.9764,25.97,86,100,0.04,BR,1686586720
467,luanda,-8.8368,13.2343,25.0,73,75,5.66,AO,1686586662
468,chokwe,-24.5333,32.9833,23.64,36,0,3.21,MZ,1686586720
469,nuku'alofa,-21.1333,-175.2,19.19,94,20,1.03,TO,1686586720
470,lagunas,-5.2269,-75.6753,31.51,58,21,1.01,PE,1686586720
471,togur,58.3631,82.8265,9.36,81,22,2.65,RU,1686586720
472,cuenca,-2.8833,-78.9833,18.07,68,75,3.09,EC,1686586720
473,seven pagodas,12.6264,80.1722,32.25,65,56,5.23,IN,1686586720
474,charters towers,-20.1,146.2667,18.24,88,93,4.86,AU,1686586720
475,makokou,0.5738,12.8642,25.62,86,87,1.01,GA,1686586720
476,barra do bugres,-15.0725,-57.1811,26.3,68,83,1.58,BR,1686586720
477,urengoy,65.9667,78.3667,6.5,85,98,7.53,RU,1686586720
478,tamanrasset,22.785,5.5228,35.95,12,40,8.23,DZ,1686586661
479,pangkalanbuun,-2.6833,111.6167,24.18,98,99,1.24,ID,1686586721
480,puno,-15.8333,-70.0333,11.76,22,5,2.34,PE,1686586665
481,chilecito,-29.1619,-67.4974,8.21,35,97,2.98,AR,1686586721
482,funafuti,-8.5243,179.1942,29.0,89,40,5.14,TV,1686586721
483,kabompo,-13.5927,24.2008,22.89,31,20,0.85,ZM,1686586721
484,ebon,4.582,168.6964,26.52,87,100,6.03,MH,1686586658
485,toba,34.4833,136.85,21.0,93,100,4.73,JP,1686586721
486,chake chake,-5.2459,39.7666,24.68,77,30,4.25,TZ,1686586721
487,cahul,45.9075,28.1944,17.44,67,99,7.03,MD,1686586721
488,alice springs,-23.7,133.8833,8.75,57,40,1.54,AU,1686586721
489,geraldton,-28.7667,114.6,9.23,93,0,0.0,AU,1686586721
490,monte alegre,-2.0078,-54.0692,31.29,57,0,1.95,BR,1686586721
491,gaspe,48.8334,-64.4819,21.12,56,20,6.17,CA,1686586442
492,castillos,-34.1667,-53.8333,12.47,46,2,5.7,UY,1686586722
493,bassar,9.25,0.7833,24.85,84,100,2.03,TG,1686586722
494,bulle,46.6195,7.0567,25.37,44,97,3.13,CH,1686586722
495,fairview,40.8126,-73.999,26.08,74,20,8.23,US,1686586450
496,darwin,-12.4611,130.8418,22.16,88,21,0.51,AU,1686586665
497,dumas,35.8656,-101.9732,18.12,77,0,3.6,US,1686586722
498,kalevala,65.2,31.1667,20.76,42,93,5.34,RU,1686586722
499,kerikeri,-35.2268,173.9474,8.28,94,4,2.84,NZ,1686586722
500,dhidhdhoo,6.8833,73.1,28.93,79,100,7.83,MV,1686586722
501,rio grande,-32.035,-52.0986,12.06,48,0,6.57,BR,1686586654
502,fada,9.5667,8.3,23.74,83,91,2.51,NG,1686586722
503,cheremshan,54.6667,51.5,12.53,63,100,2.98,RU,1686586722
504,saint-georges,12.0564,-61.7485,28.42,77,8,7.38,GD,1686586134
505,aykhal,66.0,111.5,6.88,57,39,3.87,RU,1686586668
506,qianzhou,28.3167,109.7167,21.35,83,100,1.0,CN,1686586722
507,warrnambool,-38.3833,142.4833,12.08,71,96,8.96,AU,1686586723
508,karatau,43.1667,70.4667,24.82,16,97,5.42,KZ,1686586723
509,ocean city,39.2776,-74.5746,28.34,76,96,3.13,US,1686586585
510,tavrichanka,43.3378,131.8639,13.92,99,100,1.83,RU,1686586723
511,denia,38.8408,0.1057,25.47,74,100,3.13,ES,1686586723
512,lubao,14.9167,120.55,27.04,91,99,2.35,PH,1686586723
513,merizo village,13.2658,144.6691,28.31,94,100,6.06,GU,1686586660
514,harrisonburg,38.4496,-78.8689,21.23,91,100,4.12,US,1686586077
515,beira,-19.8436,34.8389,22.9,81,0,4.42,MZ,1686586723
516,nyurba,63.2842,118.3319,4.37,70,3,0.68,RU,1686586646
517,utrik,11.2278,169.8474,27.61,80,70,9.03,MH,1686586641
518,uliastay,47.7417,96.8444,16.68,57,93,1.23,MN,1686586723
519,martapura,-3.4167,114.85,26.05,100,44,0.51,ID,1686586666
520,axim,4.8699,-2.2405,27.54,64,95,3.23,GH,1686586648
521,dudinka,69.4058,86.1778,10.85,64,65,5.32,RU,1686586652
522,birnin kudu,11.4459,9.4984,30.12,48,81,4.17,NG,1686586723
523,yerofey pavlovich,53.9667,121.9667,16.68,69,100,3.25,RU,1686586723
524,chato,-2.6378,31.7669,22.84,55,38,3.25,TZ,1686586724
525,torrington,41.8007,-73.1212,25.96,75,96,1.34,US,1686586724
526,oblivskaya,48.5362,42.5014,21.49,69,100,4.2,RU,1686586724
527,zakamensk,50.3741,103.2863,15.68,87,99,0.99,RU,1686586724
528,gamba,-2.65,10.0,25.13,81,32,3.94,GA,1686586724
529,bonthe,7.5264,-12.505,26.22,84,100,4.7,SL,1686586724
530,tofol,5.3248,163.0078,28.79,76,100,7.79,FM,1686586724
531,oyon,-10.6681,-76.7731,13.71,49,72,1.65,PE,1686586724
532,kodinsk,58.6881,99.1844,10.77,58,100,1.84,RU,1686586724
533,mombetsu,44.3525,143.3525,13.4,93,26,1.06,JP,1686586724
534,zouerate,22.7187,-12.4521,36.01,14,16,4.84,MR,1686586724
535,sa kaeo,13.75,102.3333,24.6,97,100,2.26,TH,1686586724
536,smithers,54.7804,-127.1743,15.18,58,75,2.06,CA,1686586559
537,chuzhou,32.3219,118.2978,22.48,71,81,3.34,CN,1686586724
538,queenstown,-31.8976,26.8753,11.47,53,63,8.8,ZA,1686586725
539,harrodsburg,37.7623,-84.8433,20.14,80,100,3.73,US,1686586725
540,xining,36.6167,101.7667,10.02,85,51,0.97,CN,1686586725
541,dingcheng,32.1272,115.0394,26.43,62,92,1.82,CN,1686586725
542,fale old settlement,-9.3852,-171.2468,28.28,78,63,6.18,TK,1686586670
543,mossel bay,-34.1831,22.146,12.96,68,82,11.08,ZA,1686586638
544,dehui,44.5333,125.7,15.92,72,92,2.05,CN,1686586725
545,ciudad lazaro cardenas,17.9583,-102.2,30.34,54,11,2.04,MX,1686586725
546,sanming,26.2486,117.6186,24.34,79,78,0.84,CN,1686586426
547,fuglafjordur,62.244,-6.814,12.26,71,1,1.71,FO,1686586726
548,lib,8.3122,167.3766,28.18,79,93,8.79,MH,1686586726
549,callaway,30.153,-85.5699,29.99,75,40,6.69,US,1686586726
550,khargapur,24.823,79.144,38.79,21,78,4.52,IN,1686586726
551,tchintabaraden,15.8969,5.7985,36.54,30,77,2.14,NE,1686586726
552,al artawiyah,26.5053,45.3444,36.94,10,0,5.44,SA,1686586727
553,mulayjah,27.271,48.4242,40.99,11,2,2.76,SA,1686586728
554,halifax,44.6453,-63.5724,27.6,36,75,4.63,CA,1686586556
555,bossangoa,6.4926,17.4552,23.43,89,100,1.8,CF,1686586728
556,el obeid,13.1842,30.2167,35.36,27,32,0.91,SD,1686586728
557,senanga,-16.1167,23.2667,24.42,22,10,2.1,ZM,1686586728
558,rancho palos verdes,33.7445,-118.387,19.52,86,75,3.09,US,1686586728
559,yakeshi,49.2833,120.7333,16.02,64,25,1.32,CN,1686586728
560,fort bragg,35.139,-79.006,28.23,71,75,6.17,US,1686586642
561,mhamid,29.82,-5.72,39.24,8,0,4.72,MA,1686586728
562,athens,37.9795,23.7162,25.78,65,75,2.24,GR,1686586379
563,mojo,8.6,39.1167,23.29,44,100,0.61,ET,1686586729
564,susuman,62.7833,148.1667,14.97,67,100,1.99,RU,1686586649
565,campanario,38.8644,-5.6174,28.57,27,100,4.2,ES,1686586729
566,poronaysk,49.2167,143.1167,8.26,99,100,2.54,RU,1686586642
567,pithoro,25.5167,69.3833,35.91,38,7,8.61,PK,1686586729
568,tolanaro,-25.0319,46.9987,20.32,89,19,2.42,MG,1686586659
569,wildwood,38.5828,-90.6629,20.17,58,75,5.36,US,1686586729
570,balkashino,52.5167,68.7667,13.8,55,29,3.73,KZ,1686586729
571,fort mcmurray,56.7268,-111.381,17.77,51,100,3.09,CA,1686586638
572,mumford,5.2618,-0.759,27.23,67,98,4.31,GH,1686586729
573,san lucas ojitlan,18.0667,-96.3833,33.54,58,15,1.65,MX,1686586730
574,aparecida de goiania,-16.8233,-49.2439,30.48,30,7,1.16,BR,1686586730
575,thunder bay,48.4001,-89.3168,18.99,39,40,4.12,CA,1686586631
576,cacoal,-11.4386,-61.4472,30.99,61,30,1.07,BR,1686586730
577,zavodskoy,43.4597,132.2922,13.77,100,100,2.0,RU,1686586730
578,moyynkum,44.2914,72.9469,26.47,12,69,8.66,KZ,1686586730
579,wapato,46.4476,-120.4203,27.52,47,0,2.06,US,1686586730
580,callao,-12.0667,-77.15,24.16,57,40,6.69,PE,1686586730
581,mangai,-4.05,19.5333,26.99,67,100,1.45,CD,1686586647
582,tezu,27.9167,96.1667,24.69,87,79,1.48,IN,1686586730
583,uacu cungo,-11.3634,15.1208,26.24,27,4,0.54,AO,1686586730
584,port saint john's,-31.6229,29.5448,18.69,58,51,4.08,ZA,1686586670
585,songea,-10.6833,35.65,18.37,65,85,1.65,TZ,1686586731
